TABLE NO.  2
 ETA1        ETA2        ETA3        ETA4        ETA5
  0.0000E+00 -7.9115E-01  7.5747E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9115E-01  7.5747E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9115E-01  7.5747E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9115E-01  7.5747E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9115E-01  7.5747E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9115E-01  7.5747E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.2053E-01  5.2734E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.2053E-01  5.2734E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.2053E-01  5.2734E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.2053E-01  5.2734E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5752E-01  7.7248E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5752E-01  7.7248E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5752E-01  7.7248E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5752E-01  7.7248E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5752E-01  7.7248E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5752E-01  7.7248E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.0598E-01 -1.7002E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0598E-01 -1.7002E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0598E-01 -1.7002E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0598E-01 -1.7002E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0598E-01 -1.7002E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0598E-01 -1.7002E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.1515E-01 -4.6025E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1515E-01 -4.6025E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1515E-01 -4.6025E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1515E-01 -4.6025E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1515E-01 -4.6025E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1515E-01 -4.6025E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1515E-01 -4.6025E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1053E-01  4.5284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1053E-01  4.5284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1053E-01  4.5284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1053E-01  4.5284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1053E-01  4.5284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1053E-01  4.5284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2969E-01  1.6867E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2969E-01  1.6867E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2969E-01  1.6867E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2969E-01  1.6867E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2969E-01  1.6867E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2969E-01  1.6867E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5796E-01 -1.5424E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5796E-01 -1.5424E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5796E-01 -1.5424E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5796E-01 -1.5424E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5796E-01 -1.5424E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5796E-01 -1.5424E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5796E-01 -1.5424E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8238E-01 -3.4709E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8238E-01 -3.4709E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8238E-01 -3.4709E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8238E-01 -3.4709E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8238E-01 -3.4709E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8238E-01 -3.4709E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.3722E-01 -1.2299E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.3722E-01 -1.2299E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.3722E-01 -1.2299E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.3722E-01 -1.2299E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.3722E-01 -1.2299E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0270E-02  7.4757E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0270E-02  7.4757E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0270E-02  7.4757E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0270E-02  7.4757E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0270E-02  7.4757E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.0270E-02  7.4757E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.9814E-01  5.0767E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.9814E-01  5.0767E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.9814E-01  5.0767E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.9814E-01  5.0767E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.9814E-01  5.0767E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8266E-01  3.1410E-02  0.0000E+00  0.0000E+00
  0.0000E+00  9.8266E-01  3.1410E-02  0.0000E+00  0.0000E+00
  0.0000E+00  9.8266E-01  3.1410E-02  0.0000E+00  0.0000E+00
  0.0000E+00  9.8266E-01  3.1410E-02  0.0000E+00  0.0000E+00
  0.0000E+00  9.8266E-01  3.1410E-02  0.0000E+00  0.0000E+00
  0.0000E+00  9.8266E-01  3.1410E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.8150E-01  5.0081E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8150E-01  5.0081E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8150E-01  5.0081E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8150E-01  5.0081E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8150E-01  5.0081E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8150E-01  5.0081E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1073E-01  3.3717E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1073E-01  3.3717E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1073E-01  3.3717E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1073E-01  3.3717E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1073E-01  3.3717E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1073E-01  3.3717E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.0262E-01 -6.5817E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.0262E-01 -6.5817E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.0262E-01 -6.5817E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.0262E-01 -6.5817E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.0262E-01 -6.5817E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.0262E-01 -6.5817E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -9.1832E-02  5.4651E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -9.1832E-02  5.4651E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -9.1832E-02  5.4651E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -9.1832E-02  5.4651E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -9.1832E-02  5.4651E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -9.1832E-02  5.4651E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -9.1832E-02  5.4651E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -9.1832E-02  5.4651E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -9.1832E-02  5.4651E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.3194E-01  1.1003E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3194E-01  1.1003E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3194E-01  1.1003E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3194E-01  1.1003E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3194E-01  1.1003E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3194E-01  1.1003E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3194E-01  1.1003E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3194E-01  1.1003E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3194E-01  1.1003E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1940E-01 -3.5664E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.1940E-01 -3.5664E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.1940E-01 -3.5664E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.1940E-01 -3.5664E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.1940E-01 -3.5664E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.1940E-01 -3.5664E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.1940E-01 -3.5664E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.1940E-01 -3.5664E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.1940E-01 -3.5664E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3535E-02  2.1175E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3535E-02  2.1175E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3535E-02  2.1175E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3535E-02  2.1175E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3535E-02  2.1175E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3535E-02  2.1175E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3535E-02  2.1175E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3535E-02  2.1175E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3535E-02  2.1175E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1032E-01 -2.7968E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1032E-01 -2.7968E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1032E-01 -2.7968E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1032E-01 -2.7968E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1032E-01 -2.7968E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1032E-01 -2.7968E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1032E-01 -2.7968E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1032E-01 -2.7968E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1032E-01 -2.7968E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1032E-01 -2.7968E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8269E-01 -3.7326E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8269E-01 -3.7326E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8269E-01 -3.7326E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8269E-01 -3.7326E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8269E-01 -3.7326E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8269E-01 -3.7326E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8269E-01 -3.7326E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8269E-01 -3.7326E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.2519E-01 -1.3423E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.2519E-01 -1.3423E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.2519E-01 -1.3423E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.2519E-01 -1.3423E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.2519E-01 -1.3423E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.2519E-01 -1.3423E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.2519E-01 -1.3423E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.2519E-01 -1.3423E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.2519E-01 -1.3423E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.2519E-01 -1.3423E+00  0.0000E+00  0.0000E+00
  0.0000E+00  1.1886E-01  2.0833E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1886E-01  2.0833E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1886E-01  2.0833E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1886E-01  2.0833E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1886E-01  2.0833E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1886E-01  2.0833E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1886E-01  2.0833E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1886E-01  2.0833E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1886E-01  2.0833E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9075E-01 -7.5315E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9075E-01 -7.5315E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9075E-01 -7.5315E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9075E-01 -7.5315E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9075E-01 -7.5315E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9075E-01 -7.5315E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9075E-01 -7.5315E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9075E-01 -7.5315E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9075E-01 -7.5315E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4065E-02 -1.3999E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4065E-02 -1.3999E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4065E-02 -1.3999E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4065E-02 -1.3999E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4065E-02 -1.3999E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4065E-02 -1.3999E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4065E-02 -1.3999E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4065E-02 -1.3999E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4065E-02 -1.3999E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4065E-02 -1.3999E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1453E-01 -6.6876E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1453E-01 -6.6876E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1453E-01 -6.6876E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1453E-01 -6.6876E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1453E-01 -6.6876E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1453E-01 -6.6876E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1453E-01 -6.6876E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1453E-01 -6.6876E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1453E-01 -6.6876E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1453E-01 -6.6876E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.1274E-02 -7.2815E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.1274E-02 -7.2815E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.1274E-02 -7.2815E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.1274E-02 -7.2815E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.1274E-02 -7.2815E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.1274E-02 -7.2815E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.1274E-02 -7.2815E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.1274E-02 -7.2815E-01  0.0000E+00  0.0000E+00
  0.0000E+00  8.1274E-02 -7.2815E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1968E-01  1.4731E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1968E-01  1.4731E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1968E-01  1.4731E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1968E-01  1.4731E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1968E-01  1.4731E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1968E-01  1.4731E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1968E-01  1.4731E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1968E-01  1.4731E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1445E+00  8.3561E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1445E+00  8.3561E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1445E+00  8.3561E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1445E+00  8.3561E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1445E+00  8.3561E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1445E+00  8.3561E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.3794E-01  4.2780E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -4.3794E-01  4.2780E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -4.3794E-01  4.2780E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -4.3794E-01  4.2780E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -4.3794E-01  4.2780E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -4.3794E-01  4.2780E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -4.3794E-01  4.2780E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -4.3794E-01  4.2780E-03  0.0000E+00  0.0000E+00
  0.0000E+00  7.7501E-01 -8.5281E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.7501E-01 -8.5281E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.7501E-01 -8.5281E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.7501E-01 -8.5281E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.7501E-01 -8.5281E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.7501E-01 -8.5281E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.7501E-01 -8.5281E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.7501E-01 -8.5281E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.7501E-01 -8.5281E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5058E-01  6.7599E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5058E-01  6.7599E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5058E-01  6.7599E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5058E-01  6.7599E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5058E-01  6.7599E-01  0.0000E+00  0.0000E+00
