TABLE NO.  1
 ROW         KA          V2          V3          CL          Q           IPRED       Y           DV          PRED        RES         WRES
  6.5200E+02  2.2319E+00  9.6401E+01  1.7338E+02  1.6320E+01  8.5985E+00  7.3156E-02  7.3156E-02  6.8034E-02  9.3840E-02 -2.5806E-02 -4.6299E-01
  6.5300E+02  2.2319E+00  9.6401E+01  1.7338E+02  1.6320E+01  8.5985E+00  1.9796E-01  1.9796E-01  1.6596E-01  2.5109E-01 -8.5125E-02 -7.5826E-01
  6.5400E+02  2.2319E+00  9.6401E+01  1.7338E+02  1.6320E+01  8.5985E+00  2.3303E-01  2.3303E-01  2.0658E-01  2.9151E-01 -8.4931E-02 -6.3100E-01
  6.5500E+02  2.2319E+00  9.6401E+01  1.7338E+02  1.6320E+01  8.5985E+00  2.1186E-01  2.1186E-01  3.1463E-01  2.5536E-01  5.9272E-02  1.1409E+00
  6.5600E+02  2.2319E+00  9.6401E+01  1.7338E+02  1.6320E+01  8.5985E+00  1.2931E-01  1.2931E-01  5.5850E-02  1.4300E-01 -8.7146E-02 -1.5999E+00
  6.6100E+02  2.2319E+00  8.8551E+01  1.7338E+02  2.5992E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  6.6300E+02  2.2319E+00  8.8551E+01  1.7338E+02  2.5992E+01  8.5985E+00  1.9380E-01  1.9380E-01  1.9210E-01  2.3347E-01 -4.1373E-02 -2.4696E-01
  6.6400E+02  2.2319E+00  8.8551E+01  1.7338E+02  2.5992E+01  8.5985E+00  2.3410E-01  2.3410E-01  2.3065E-01  2.9052E-01 -5.9873E-02 -3.6611E-01
  6.6500E+02  2.2319E+00  8.8551E+01  1.7338E+02  2.5992E+01  8.5985E+00  1.7621E-01  1.7621E-01  1.7834E-01  2.3592E-01 -5.7580E-02 -4.6674E-01
  6.6600E+02  2.2319E+00  8.8551E+01  1.7338E+02  2.5992E+01  8.5985E+00  8.5701E-02  8.5701E-02  8.0614E-02  1.3327E-01 -5.2652E-02 -8.1377E-01
  6.7100E+02  2.2319E+00  8.5379E+01  1.7338E+02  4.9525E+00  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  6.7200E+02  2.2319E+00  8.5379E+01  1.7338E+02  4.9525E+00  8.5985E+00  9.6787E-02  9.6787E-02  1.3245E-01  1.0922E-01  2.3233E-02  1.4232E+00
  6.7300E+02  2.2319E+00  8.5379E+01  1.7338E+02  4.9525E+00  8.5985E+00  2.2224E-01  2.2224E-01  1.0025E-01  2.4436E-01 -1.4411E-01 -1.4308E+00
  6.7400E+02  2.2319E+00  8.5379E+01  1.7338E+02  4.9525E+00  8.5985E+00  2.8085E-01  2.8085E-01  3.1455E-01  2.9561E-01  1.8942E-02  5.4021E-01
  6.7500E+02  2.2319E+00  8.5379E+01  1.7338E+02  4.9525E+00  8.5985E+00  2.7038E-01  2.7038E-01  2.3572E-01  2.5151E-01 -1.5794E-02 -3.4916E-01
  6.7600E+02  2.2319E+00  8.5379E+01  1.7338E+02  4.9525E+00  8.5985E+00  2.0652E-01  2.0652E-01  2.5946E-01  1.5189E-01  1.0757E-01  1.0666E+00
  6.7700E+02  2.2319E+00  8.5379E+01  1.7338E+02  4.9525E+00  8.5985E+00  1.2697E-01  1.2697E-01  1.3295E-01  6.2100E-02  7.0850E-02 -9.3978E-02
  6.7800E+02  2.2319E+00  8.5379E+01  1.7338E+02  4.9525E+00  8.5985E+00  8.8995E-02  8.8995E-02  1.2596E-01  3.4222E-02  9.1738E-02  2.8367E+00
  6.7900E+02  2.2319E+00  8.5379E+01  1.7338E+02  4.9525E+00  8.5985E+00  6.2700E-02  6.2700E-02  7.1785E-02  2.1354E-02  5.0431E-02  1.7611E+00
  6.8000E+02  2.2319E+00  8.5379E+01  1.7338E+02  4.9525E+00  8.5985E+00  5.1461E-02  5.1461E-02  5.2102E-02  1.6895E-02  3.5207E-02  9.9459E-01
  6.8100E+02  2.2319E+00  7.2460E+01  1.7338E+02  9.4050E+00  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  6.8200E+02  2.2319E+00  7.2460E+01  1.7338E+02  9.4050E+00  8.5985E+00  1.3656E-01  1.3656E-01  1.2016E-01  1.3186E-01 -1.1700E-02 -5.3092E-01
  6.8300E+02  2.2319E+00  7.2460E+01  1.7338E+02  9.4050E+00  8.5985E+00  2.9745E-01  2.9745E-01  3.6903E-01  2.8561E-01  8.3416E-02  7.3139E-01
  6.8400E+02  2.2319E+00  7.2460E+01  1.7338E+02  9.4050E+00  8.5985E+00  3.1106E-01  3.1106E-01  3.8870E-01  2.9633E-01  9.2373E-02  8.2016E-01
  6.8500E+02  2.2319E+00  7.2460E+01  1.7338E+02  9.4050E+00  8.5985E+00  2.5920E-01  2.5920E-01  1.9279E-01  2.4324E-01 -5.0451E-02 -9.3695E-01
  6.8600E+02  2.2319E+00  7.2460E+01  1.7338E+02  9.4050E+00  8.5985E+00  1.6419E-01  1.6419E-01  1.9117E-01  1.4916E-01  4.2011E-02  6.8655E-01
  6.8700E+02  2.2319E+00  7.2460E+01  1.7338E+02  9.4050E+00  8.5985E+00  7.8743E-02  7.8743E-02  8.7244E-02  6.7641E-02  1.9603E-02  4.6047E-01
  6.9200E+02  2.2319E+00  1.2469E+02  1.7338E+02  1.7714E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  6.9400E+02  2.2319E+00  1.2469E+02  1.7338E+02  1.7714E+01  8.5985E+00  1.1932E-01  1.1932E-01  1.2057E-01  1.9621E-01 -7.5639E-02 -4.8362E-01
  6.9500E+02  2.2319E+00  1.2469E+02  1.7338E+02  1.7714E+01  8.5985E+00  1.8806E-01  1.8806E-01  2.0807E-01  2.9826E-01 -9.0185E-02 -3.7204E-01
  6.9600E+02  2.2319E+00  1.2469E+02  1.7338E+02  1.7714E+01  8.5985E+00  1.6780E-01  1.6780E-01  1.1653E-01  2.5088E-01 -1.3435E-01 -1.2380E+00
  6.9700E+02  2.2319E+00  1.2469E+02  1.7338E+02  1.7714E+01  8.5985E+00  1.1514E-01  1.1514E-01  9.7987E-02  1.5424E-01 -5.6250E-02 -7.6029E-01
  7.0200E+02  2.2319E+00  6.4285E+01  1.7338E+02  1.7979E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.0300E+02  2.2319E+00  6.4285E+01  1.7338E+02  1.7979E+01  8.5985E+00  6.5609E-02  6.5609E-02  6.8493E-02  5.6558E-02  1.1935E-02  1.9596E-01
  7.0400E+02  2.2319E+00  6.4285E+01  1.7338E+02  1.7979E+01  8.5985E+00  2.6555E-01  2.6555E-01  2.9452E-01  2.3582E-01  5.8695E-02  4.9290E-01
  7.0500E+02  2.2319E+00  6.4285E+01  1.7338E+02  1.7979E+01  8.5985E+00  3.1791E-01  3.1791E-01  3.8954E-01  2.9764E-01  9.1895E-02  7.9309E-01
  7.0600E+02  2.2319E+00  6.4285E+01  1.7338E+02  1.7979E+01  8.5985E+00  2.5445E-01  2.5445E-01  1.8790E-01  2.6442E-01 -7.6521E-02 -1.0856E+00
  7.0700E+02  2.2319E+00  6.4285E+01  1.7338E+02  1.7979E+01  8.5985E+00  1.2782E-01  1.2782E-01  1.3172E-01  1.6722E-01 -3.5497E-02 -4.4486E-01
  7.1200E+02  2.2319E+00  4.5180E+01  1.7338E+02  1.2986E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.1300E+02  2.2319E+00  4.5180E+01  1.7338E+02  1.2986E+01  8.5985E+00  1.5442E-01  1.5442E-01  1.8039E-01  9.4246E-02  8.6144E-02  1.0664E+00
  7.1400E+02  2.2319E+00  4.5180E+01  1.7338E+02  1.2986E+01  8.5985E+00  4.1403E-01  4.1403E-01  4.5544E-01  2.6710E-01  1.8834E-01  9.5928E-01
  7.1500E+02  2.2319E+00  4.5180E+01  1.7338E+02  1.2986E+01  8.5985E+00  4.2993E-01  4.2993E-01  5.3140E-01  2.9614E-01  2.3526E-01  1.4774E+00
  7.1600E+02  2.2319E+00  4.5180E+01  1.7338E+02  1.2986E+01  8.5985E+00  3.0395E-01  3.0395E-01  3.1196E-01  2.4771E-01  6.4246E-02  6.7325E-02
  7.1700E+02  2.2319E+00  4.5180E+01  1.7338E+02  1.2986E+01  8.5985E+00  1.2875E-01  1.2875E-01  1.4115E-01  1.4593E-01 -4.7819E-03  3.0259E-02
  7.2200E+02  2.2319E+00  1.3170E+02  1.7338E+02  6.5998E+00  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.2400E+02  2.2319E+00  1.3170E+02  1.7338E+02  6.5998E+00  8.5985E+00  1.1636E-01  1.1636E-01  1.5180E-01  1.9783E-01 -4.6035E-02  1.5019E-01
  7.2500E+02  2.2319E+00  1.3170E+02  1.7338E+02  6.5998E+00  8.5985E+00  1.8180E-01  1.8180E-01  1.6490E-01  2.8980E-01 -1.2490E-01 -7.4600E-01
  7.2600E+02  2.2319E+00  1.3170E+02  1.7338E+02  6.5998E+00  8.5985E+00  1.9136E-01  1.9136E-01  1.7894E-01  2.6338E-01 -8.4437E-02 -6.7327E-01
  7.2700E+02  2.2319E+00  1.3170E+02  1.7338E+02  6.5998E+00  8.5985E+00  1.5566E-01  1.5566E-01  1.0985E-01  1.4994E-01 -4.0086E-02 -1.4039E+00
  7.2800E+02  2.2319E+00  1.3170E+02  1.7338E+02  6.5998E+00  8.5985E+00  1.0750E-01  1.0750E-01  1.0832E-01  5.9470E-02  4.8850E-02  1.6163E-01
  7.2900E+02  2.2319E+00  1.3170E+02  1.7338E+02  6.5998E+00  8.5985E+00  7.7624E-02  7.7624E-02  9.2176E-02  3.0522E-02  6.1654E-02  2.3313E+00
  7.3100E+02  2.2319E+00  1.3170E+02  1.7338E+02  6.5998E+00  8.5985E+00  4.3998E-02  4.3998E-02  5.5384E-02  1.5378E-02  4.0006E-02  4.0867E+00
  7.3200E+02  2.2319E+00  1.0858E+02  1.7338E+02  1.2031E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.3400E+02  2.2319E+00  1.0858E+02  1.7338E+02  1.2031E+01  8.5985E+00  1.4782E-01  1.4782E-01  1.6038E-01  2.1084E-01 -5.0456E-02 -1.8354E-01
  7.3500E+02  2.2319E+00  1.0858E+02  1.7338E+02  1.2031E+01  8.5985E+00  2.1533E-01  2.1533E-01  2.1547E-01  2.9786E-01 -8.2388E-02 -4.2957E-01
  7.3600E+02  2.2319E+00  1.0858E+02  1.7338E+02  1.2031E+01  8.5985E+00  2.0544E-01  2.0544E-01  1.7339E-01  2.6552E-01 -9.2131E-02 -7.9970E-01
  7.3700E+02  2.2319E+00  1.0858E+02  1.7338E+02  1.2031E+01  8.5985E+00  1.4382E-01  1.4382E-01  1.6116E-01  1.6061E-01  5.5323E-04  9.3255E-02
  7.3800E+02  2.2319E+00  1.0858E+02  1.7338E+02  1.2031E+01  8.5985E+00  7.7289E-02  7.7289E-02  8.0437E-02  7.0070E-02  1.0367E-02  5.7977E-02
  7.4200E+02  2.2319E+00  3.3967E+01  1.7338E+02  1.1010E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.4300E+02  2.2319E+00  3.3967E+01  1.7338E+02  1.1010E+01  8.5985E+00  1.5342E-01  1.5342E-01  2.1545E-01  7.0583E-02  1.4487E-01  4.4405E+00
  7.4400E+02  2.2319E+00  3.3967E+01  1.7338E+02  1.1010E+01  8.5985E+00  4.9961E-01  4.9961E-01  2.1836E-01  2.4822E-01 -2.9856E-02 -1.8147E+00
  7.4500E+02  2.2319E+00  3.3967E+01  1.7338E+02  1.1010E+01  8.5985E+00  5.4154E-01  5.4154E-01  5.6205E-01  3.0328E-01  2.5877E-01  1.6531E+00
  7.4600E+02  2.2319E+00  3.3967E+01  1.7338E+02  1.1010E+01  8.5985E+00  3.4067E-01  3.4067E-01  4.9329E-01  2.6104E-01  2.3225E-01  2.1820E+00
  7.4700E+02  2.2319E+00  3.3967E+01  1.7338E+02  1.1010E+01  8.5985E+00  1.2249E-01  1.2249E-01  1.0610E-01  1.6381E-01 -5.7705E-02 -1.1727E+00
  7.5200E+02  2.2319E+00  1.1410E+02  1.7338E+02  1.4585E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.5400E+02  2.2319E+00  1.1410E+02  1.7338E+02  1.4585E+01  8.5985E+00  1.3483E-01  1.3483E-01  1.6255E-01  2.0161E-01 -3.9063E-02  9.2819E-02
  7.5500E+02  2.2319E+00  1.1410E+02  1.7338E+02  1.4585E+01  8.5985E+00  2.0585E-01  2.0585E-01  1.4393E-01  2.9377E-01 -1.4984E-01 -1.1245E+00
  7.5600E+02  2.2319E+00  1.1410E+02  1.7338E+02  1.4585E+01  8.5985E+00  1.8934E-01  1.8934E-01  1.6918E-01  2.4883E-01 -7.9649E-02 -6.3536E-01
  7.6200E+02  2.2319E+00  5.7917E+01  1.7338E+02  3.0932E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.6300E+02  2.2319E+00  5.7917E+01  1.7338E+02  3.0932E+01  8.5985E+00  7.3641E-02  7.3641E-02  8.5107E-02  5.7700E-02  2.7407E-02  1.2474E+00
  7.6400E+02  2.2319E+00  5.7917E+01  1.7338E+02  3.0932E+01  8.5985E+00  2.6371E-01  2.6371E-01  2.2446E-01  2.2194E-01  2.5200E-03 -4.2008E-02
  7.6500E+02  2.2319E+00  5.7917E+01  1.7338E+02  3.0932E+01  8.5985E+00  3.0316E-01  3.0316E-01  2.3832E-01  2.9099E-01 -5.2674E-02 -5.9699E-01
  7.6600E+02  2.2319E+00  5.7917E+01  1.7338E+02  3.0932E+01  8.5985E+00  2.0742E-01  2.0742E-01  2.7753E-01  2.6125E-01  1.6277E-02  3.6073E-01
  7.6700E+02  2.2319E+00  5.7917E+01  1.7338E+02  3.0932E+01  8.5985E+00  6.2967E-02  6.2967E-02  5.0193E-02  1.5412E-01 -1.0393E-01 -1.6123E+00
  7.7200E+02  2.2319E+00  1.0175E+02  1.7338E+02  1.2706E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.7400E+02  2.2319E+00  1.0175E+02  1.7338E+02  1.2706E+01  8.5985E+00  1.8408E-01  1.8408E-01  2.2912E-01  2.4457E-01 -1.5448E-02  4.5039E-01
  7.7500E+02  2.2319E+00  1.0175E+02  1.7338E+02  1.2706E+01  8.5985E+00  2.2752E-01  2.2752E-01  1.9435E-01  2.9478E-01 -1.0043E-01 -5.6387E-01
  7.7600E+02  2.2319E+00  1.0175E+02  1.7338E+02  1.2706E+01  8.5985E+00  2.1588E-01  2.1588E-01  8.7053E-02  2.6308E-01 -1.7602E-01 -1.8279E+00
  7.7700E+02  2.2319E+00  1.0175E+02  1.7338E+02  1.2706E+01  8.5985E+00  1.4560E-01  1.4560E-01  1.7250E-01  1.5304E-01  1.9457E-02  4.8897E-01
  7.7800E+02  2.2319E+00  1.0175E+02  1.7338E+02  1.2706E+01  8.5985E+00  7.4084E-02  7.4084E-02  7.8384E-02  6.3138E-02  1.5246E-02  1.6949E-01
  7.8200E+02  2.2319E+00  1.1349E+02  1.7338E+02  7.5993E+00  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.8400E+02  2.2319E+00  1.1349E+02  1.7338E+02  7.5993E+00  8.5985E+00  1.6558E-01  1.6558E-01  2.0317E-01  2.4188E-01 -3.8709E-02  3.1828E-01
  7.8500E+02  2.2319E+00  1.1349E+02  1.7338E+02  7.5993E+00  8.5985E+00  2.1235E-01  2.1235E-01  1.2709E-01  2.9681E-01 -1.6972E-01 -1.2145E+00
  7.8600E+02  2.2319E+00  1.1349E+02  1.7338E+02  7.5993E+00  8.5985E+00  2.1118E-01  2.1118E-01  1.9622E-01  2.6310E-01 -6.6878E-02 -4.5498E-01
  7.8700E+02  2.2319E+00  1.1349E+02  1.7338E+02  7.5993E+00  8.5985E+00  1.6336E-01  1.6336E-01  1.7164E-01  1.5812E-01  1.3520E-02 -1.0417E-01
  7.8800E+02  2.2319E+00  1.1349E+02  1.7338E+02  7.5993E+00  8.5985E+00  1.0345E-01  1.0345E-01  1.4549E-01  6.7293E-02  7.8197E-02  1.6956E+00
  7.8900E+02  2.2319E+00  1.1349E+02  1.7338E+02  7.5993E+00  8.5985E+00  7.1002E-02  7.1002E-02  6.7660E-02  3.6834E-02  3.0826E-02  6.6371E-02
  7.9200E+02  2.2319E+00  6.7088E+01  1.7338E+02  1.8657E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.9300E+02  2.2319E+00  6.7088E+01  1.7338E+02  1.8657E+01  8.5985E+00  1.4966E-01  1.4966E-01  1.9189E-01  1.3583E-01  5.6056E-02  1.1767E+00
  7.9400E+02  2.2319E+00  6.7088E+01  1.7338E+02  1.8657E+01  8.5985E+00  2.6535E-01  2.6535E-01  2.7813E-01  2.4672E-01  3.1413E-02  3.2417E-01
  7.9500E+02  2.2319E+00  6.7088E+01  1.7338E+02  1.8657E+01  8.5985E+00  3.0529E-01  3.0529E-01  2.4317E-01  2.9910E-01 -5.5929E-02 -6.6336E-01
  7.9600E+02  2.2319E+00  6.7088E+01  1.7338E+02  1.8657E+01  8.5985E+00  2.5563E-01  2.5563E-01  2.3811E-01  2.7287E-01 -3.4764E-02 -4.0566E-01
  7.9700E+02  2.2319E+00  6.7088E+01  1.7338E+02  1.8657E+01  8.5985E+00  1.1269E-01  1.1269E-01  1.1589E-01  1.5867E-01 -4.2783E-02 -5.7733E-01
  8.0200E+02  2.2319E+00  4.4117E+01  1.7338E+02  1.6529E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.0300E+02  2.2319E+00  4.4117E+01  1.7338E+02  1.6529E+01  8.5985E+00  1.5901E-01  1.5901E-01  1.1723E-01  9.5257E-02  2.1973E-02 -1.1040E+00
  8.0400E+02  2.2319E+00  4.4117E+01  1.7338E+02  1.6529E+01  8.5985E+00  3.7800E-01  3.7800E-01  5.3593E-01  2.3898E-01  2.9695E-01  2.6164E+00
  8.0500E+02  2.2319E+00  4.4117E+01  1.7338E+02  1.6529E+01  8.5985E+00  4.2633E-01  4.2633E-01  4.9724E-01  2.8950E-01  2.0774E-01  1.1341E+00
  8.0600E+02  2.2319E+00  4.4117E+01  1.7338E+02  1.6529E+01  8.5985E+00  3.2000E-01  3.2000E-01  3.2097E-01  2.6464E-01  5.6327E-02 -1.4670E-01
  8.0700E+02  2.2319E+00  4.4117E+01  1.7338E+02  1.6529E+01  8.5985E+00  1.2425E-01  1.2425E-01  1.2996E-01  1.6007E-01 -3.0110E-02 -4.4057E-01
  8.1200E+02  2.2319E+00  5.7892E+01  1.7338E+02  1.1145E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.1300E+02  2.2319E+00  5.7892E+01  1.7338E+02  1.1145E+01  8.5985E+00  1.4327E-01  1.4327E-01  1.7008E-01  1.1115E-01  5.8927E-02  7.6306E-01
  8.1400E+02  2.2319E+00  5.7892E+01  1.7338E+02  1.1145E+01  8.5985E+00  3.4998E-01  3.4998E-01  3.6436E-01  2.7620E-01  8.8159E-02  3.3089E-01
  8.1500E+02  2.2319E+00  5.7892E+01  1.7338E+02  1.1145E+01  8.5985E+00  3.6228E-01  3.6228E-01  4.1501E-01  2.9274E-01  1.2227E-01  7.5999E-01
  8.1600E+02  2.2319E+00  5.7892E+01  1.7338E+02  1.1145E+01  8.5985E+00  2.7539E-01  2.7539E-01  3.1444E-01  2.3372E-01  8.0718E-02  6.6003E-01
  8.1700E+02  2.2319E+00  5.7892E+01  1.7338E+02  1.1145E+01  8.5985E+00  1.4590E-01  1.4590E-01  1.3989E-01  1.3542E-01  4.4673E-03 -1.0529E-01
  8.1800E+02  2.2319E+00  5.7892E+01  1.7338E+02  1.1145E+01  8.5985E+00  5.6582E-02  5.6582E-02  6.5395E-02  5.7014E-02  8.3810E-03  5.4662E-01
  8.2200E+02  2.2319E+00  6.2437E+01  1.7338E+02  8.6063E+00  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.2300E+02  2.2319E+00  6.2437E+01  1.7338E+02  8.6063E+00  8.5985E+00  1.5493E-01  1.5493E-01  1.5112E-01  1.2908E-01  2.2043E-02 -2.0154E-01
  8.2400E+02  2.2319E+00  6.2437E+01  1.7338E+02  8.6063E+00  8.5985E+00  3.3870E-01  3.3870E-01  4.2257E-01  2.8199E-01  1.4058E-01  1.0139E+00
